transaction_id,account_id,card_number,timestamp,amount,merchant_id,merchant_name,category,device_id,ip_address,distance_from_home_km,is_fraud,fraud_type,fraud_score,latitude,longitude,city,country
TXN-C527F6833119,ACC-100010,38133150983935,2026-08-25T16:42:02Z,8534.77,MERCH-50027,Nicholson-Robertson (Travel),Travel,DEV-0E12B5FB,68.80.73.113,11.9,1,HIGH_AMOUNT,0.0,29.696297,-95.340091,Houston,US
TXN-A9FA7B487E98,ACC-100147,4737416724342662,2026-08-25T16:42:02Z,37.69,MERCH-50027,Nicholson-Robertson (Travel),Travel,DEV-7504FA90,28.211.101.55,3048.23,0,NORMAL,0.0,29.680904,-95.359257,Houston,US
TXN-2B4427DCC86F,ACC-100083,3551925462914867,2026-08-25T16:42:02Z,95.69,MERCH-50010,"Matthews, Harrington and Rodriguez (Travel)",Travel,DEV-8F99C1C1,69.251.34.39,4307.7,0,NORMAL,0.0,42.413502,-71.050686,Boston,US
TXN-76B62224B606,ACC-100092,345319520585272,2026-08-25T16:42:02Z,117.87,MERCH-50005,Flowers LLC (Travel),Travel,DEV-5CA40956,97.20.45.151,4314.34,0,NORMAL,0.0,37.371396,-121.968733,San Jose,US
TXN-E8411C8CDB1E,ACC-100079,38995527177445,2026-08-25T16:42:02Z,103.84,MERCH-50047,Stevens-Robinson (Gambling),Gambling,DEV-6EE46CC9,93.141.48.90,3344.85,0,NORMAL,0.0,33.442611,-112.098443,Phoenix,US
TXN-93CF16AAD264,ACC-100130,180068826343518,2026-08-25T16:42:02Z,78.91,MERCH-50040,"Chan, Lewis and Walker (Gambling)",Gambling,DEV-58D2B376,76.48.217.213,4163.29,0,NORMAL,0.0,34.046789,-118.163338,Los Angeles,US
TXN-EF6CF05BABFF,ACC-100165,501851627130,2026-08-25T16:42:02Z,169.45,MERCH-50009,"Ellis, Marks and Buchanan (Gambling)",Gambling,DEV-21D5DF44,84.13.243.90,437.76,0,NORMAL,0.0,42.420739,-71.103786,Boston,US
TXN-95EAD256F426,ACC-100154,30249912513410,2026-08-25T16:42:02Z,39.08,MERCH-50009,"Ellis, Marks and Buchanan (Gambling)",Gambling,DEV-F1F76240,14.177.27.124,2731.19,0,NORMAL,0.0,42.445795,-71.091912,Boston,US
TXN-ED70415A3204,ACC-100193,3570433154100678,2026-08-25T16:42:02Z,55.08,MERCH-50036,Thompson-Harrell (Grocery),Grocery,DEV-03112C33,223.199.83.224,2791.84,0,NORMAL,0.0,41.853375,-87.566685,Chicago,US
TXN-2DE6C3E1AA44,ACC-100144,3562244472126463,2026-08-25T16:42:02Z,66.78,MERCH-50041,Byrd LLC (Crypto),Crypto,DEV-C5DBF45A,47.200.33.176,304.44,0,NORMAL,0.0,40.68615,-73.997027,New York,US
TXN-D63D57AFCA6A,ACC-100017,30118384251355,2026-08-25T16:42:02Z,36.16,MERCH-50030,"Johnson, Lee and Whitaker (Grocery)",Grocery,DEV-3A0A9B0A,6.107.142.27,8.5,0,NORMAL,0.0,30.187406,-97.778752,Austin,US
TXN-1A6BBD1503C6,ACC-100014,4064746872343093,2026-08-25T16:42:02Z,18.92,MERCH-50022,"Cohen, Compton and Perez (Travel)",Travel,DEV-ACD244C0,35.53.136.48,1856.65,0,NORMAL,0.0,32.725254,-117.10893,San Diego,US
TXN-45C58257A2DD,ACC-100019,180040164005249,2026-08-25T16:42:02Z,25.95,MERCH-50041,Byrd LLC (Crypto),Crypto,DEV-886F67F1,128.158.109.169,1150.33,0,NORMAL,0.0,40.695273,-73.978465,New York,US
TXN-2C76FCF047B2,ACC-100129,180066246287331,2026-08-25T16:42:02Z,55.8,MERCH-50024,Adams-Butler (Luxury),Luxury,DEV-032C8AFA,160.236.7.19,1640.52,0,NORMAL,0.0,39.779823,-104.93892,Denver,US
TXN-938F06BD4131,ACC-100146,4937526547935646517,2026-08-25T16:42:02Z,106.27,MERCH-50041,Byrd LLC (Crypto),Crypto,DEV-4D09075F,198.174.15.181,3938.32,0,NORMAL,0.0,40.685261,-73.98301,New York,US
TXN-476B1C09EA63,ACC-100015,3588208121913613,2026-08-25T16:42:02Z,78.63,MERCH-50028,Jones Ltd (Travel),Travel,DEV-7BC06BDB,130.139.32.159,2706.4,0,NORMAL,0.0,32.714961,-96.832677,Dallas,US
TXN-79E2911D4736,ACC-100044,3533412328120677,2026-08-25T16:42:02Z,56.27,MERCH-50002,Stokes and Sons (Online Services),Online Services,DEV-E9611EEC,82.112.79.121,1970.71,0,NORMAL,0.0,30.284053,-97.717081,Austin,US
TXN-B489C197EEB0,ACC-100133,180071753556094,2026-08-25T16:42:02Z,84.59,MERCH-50039,Johnson-Williams (Gambling),Gambling,DEV-A18C759B,90.185.153.96,3652.93,0,NORMAL,0.0,32.756534,-117.165447,San Diego,US
TXN-A752DF27BE70,ACC-100153,213155371478590,2026-08-25T16:42:02Z,92.75,MERCH-50003,Henderson Ltd (Retail),Retail,DEV-364B153D,86.134.235.195,4117.04,0,NORMAL,0.0,25.788112,-80.144619,Miami,US
TXN-A390FBDF4079,ACC-100024,4608835615951484650,2026-08-25T16:42:02Z,79.19,MERCH-50035,Watson PLC (Retail),Retail,DEV-8DE511CC,90.232.151.191,4384.18,0,NORMAL,0.0,47.550051,-122.257214,Seattle,US
TXN-0F637A0BC705,ACC-100038,4354549480831361,2026-08-25T16:42:02Z,24.79,MERCH-50021,Ramirez-Vasquez (Online Services),Online Services,DEV-3EF32726,159.105.157.225,1536.96,0,NORMAL,0.0,34.120705,-118.285324,Los Angeles,US
TXN-A0568FAF3A08,ACC-100079,38995527177445,2026-08-25T16:42:02Z,90.1,MERCH-50041,Byrd LLC (Crypto),Crypto,DEV-6EE46CC9,93.141.48.90,129.2,0,NORMAL,0.0,40.698581,-73.990682,New York,US
TXN-7BCC2995E6FD,ACC-100096,3540165820297028,2026-08-25T16:42:02Z,27.93,MERCH-50041,Byrd LLC (Crypto),Crypto,DEV-D380AE23,56.128.175.185,2282.72,0,NORMAL,0.0,40.693588,-73.97626,New York,US
TXN-6618F2AAB9E7,ACC-100189,180027010393085,2026-08-25T16:42:02Z,87.17,MERCH-50043,"Smith, Buck and Holland (Restaurants)",Restaurants,DEV-5A01268C,136.89.240.215,2875.46,0,NORMAL,0.0,29.422883,-98.447319,San Antonio,US
TXN-611FC1A57F50,ACC-100079,38995527177445,2026-08-25T16:42:02Z,92.45,MERCH-50011,Hernandez PLC (Retail),Retail,DEV-6EE46CC9,93.141.48.90,3843.04,0,NORMAL,0.0,34.086533,-118.276956,Los Angeles,US
TXN-A67F0D7989E8,ACC-100049,6011876038597701,2026-08-25T16:42:02Z,103.36,MERCH-50014,Humphrey-Baker (Restaurants),Restaurants,DEV-8AA16ED3,222.5.12.8,2084.83,0,NORMAL,0.0,32.780991,-96.769039,Dallas,US
TXN-67708E52D367,ACC-100138,4016668700217659184,2026-08-25T16:42:02Z,114.2,MERCH-50047,Stevens-Robinson (Gambling),Gambling,DEV-1D3C4BF9,223.55.76.97,1634.32,0,NORMAL,0.0,33.430798,-112.091697,Phoenix,US
TXN-7D989A5B9B00,ACC-100196,4431069872050618,2026-08-25T16:42:02Z,91.22,MERCH-50039,Johnson-Williams (Gambling),Gambling,DEV-DC5E104C,140.199.120.215,1858.24,0,NORMAL,0.0,32.773437,-117.148138,San Diego,US
TXN-19B3CB11C519,ACC-100042,5194777520471168,2026-08-25T16:42:02Z,97.83,MERCH-50046,Coleman-Bennett (Travel),Travel,DEV-A5A06587,137.181.229.52,3649.2,0,NORMAL,0.0,25.739079,-80.169162,Miami,US
TXN-ECC4FA1C480E,ACC-100060,2265623285884248,2026-08-25T16:42:02Z,21.36,MERCH-50028,Jones Ltd (Travel),Travel,DEV-47F28BAC,195.46.57.143,1069.79,0,NORMAL,0.0,32.695748,-96.843292,Dallas,US
TXN-0B35707BE593,ACC-100120,180016122753047,2026-08-25T16:42:02Z,111.98,MERCH-50012,"Chang, Ayers and Buckley (Luxury)",Luxury,DEV-1A5A5BF9,122.163.18.151,9.65,0,NORMAL,0.0,30.359848,-97.674988,Austin,US
TXN-46FB47B3DA41,ACC-100118,6011067240049919,2026-08-25T16:42:02Z,105.79,MERCH-50049,Silva-Smith (Crypto),Crypto,DEV-9E6799CD,31.206.33.106,2794.33,0,NORMAL,0.0,47.660185,-122.36502,Seattle,US
TXN-EE672768BFBE,ACC-100154,30249912513410,2026-08-25T16:42:02Z,44.59,MERCH-50008,Arnold-Gates (Electronics),Electronics,DEV-F1F76240,14.177.27.124,300.07,0,NORMAL,0.0,32.811663,-96.836661,Dallas,US
TXN-436D23ACBFA7,ACC-100095,180051154479625,2026-08-25T16:42:02Z,107.84,MERCH-50035,Watson PLC (Retail),Retail,DEV-42F501A4,86.144.84.236,3039.0,0,NORMAL,0.0,47.528775,-122.290113,Seattle,US
TXN-A7B0CDEE04EC,ACC-100041,2234352408240082,2026-08-25T16:42:02Z,33.48,MERCH-50017,"Steele, Williams and Preston (Crypto)",Crypto,DEV-C363EAC3,159.106.142.124,2585.94,0,NORMAL,0.0,37.311215,-121.855445,San Jose,US
TXN-DF3C5F46F3B7,ACC-100023,4850142940196556,2026-08-25T16:42:02Z,93.57,MERCH-50014,Humphrey-Baker (Restaurants),Restaurants,DEV-26F25D69,76.42.64.43,2709.02,0,NORMAL,0.0,32.766062,-96.773489,Dallas,US
TXN-64872CE82AD9,ACC-100095,180051154479625,2026-08-25T16:42:02Z,60.37,MERCH-50015,"Washington, Lynch and Johnson (Electronics)",Electronics,DEV-42F501A4,86.144.84.236,236.68,0,NORMAL,0.0,30.263994,-97.702531,Austin,US
TXN-0AA2EE3A8F4D,ACC-100081,30359782071512,2026-08-25T16:42:02Z,142.86,MERCH-50006,Bartlett-Sloan (Travel),Travel,DEV-F4AF5EAA,119.1.14.209,1428.84,0,NORMAL,0.0,33.473501,-112.134423,Phoenix,US
TXN-7F57B04BBE22,ACC-100120,180016122753047,2026-08-25T16:42:02Z,107.51,MERCH-50044,"Owen, Walker and Franklin (Restaurants)",Restaurants,DEV-1A5A5BF9,122.163.18.151,1974.06,0,NORMAL,0.0,34.034092,-118.301203,Los Angeles,US
TXN-4B6D8FE56C4E,ACC-100157,4903404384279786,2026-08-25T16:42:02Z,26.24,MERCH-50000,Avery Group (Gambling),Gambling,DEV-1B97AF01,122.239.85.57,1061.82,0,NORMAL,0.0,39.778435,-104.908221,Denver,US
TXN-C4EC90C484C7,ACC-100155,3596627828274229,2026-08-25T16:42:02Z,91.72,MERCH-50033,Hill Group (Retail),Retail,DEV-9DC1E9F7,86.250.127.108,8.63,0,NORMAL,0.0,47.66343,-122.327237,Seattle,US
TXN-6000C6FBE337,ACC-100031,3570546688937347,2026-08-25T16:42:02Z,76.59,MERCH-50003,Henderson Ltd (Retail),Retail,DEV-E4BFA90B,57.224.83.7,1915.92,0,NORMAL,0.0,25.764732,-80.113787,Miami,US
TXN-3CDF989AB318,ACC-100127,4673830284394,2026-08-25T16:42:02Z,150.58,MERCH-50038,Curry-Barker (Luxury),Luxury,DEV-D86F8180,148.133.198.252,2792.07,0,NORMAL,0.0,41.887552,-87.587492,Chicago,US
TXN-4496BD8D580F,ACC-100183,639032365194,2026-08-25T16:42:02Z,113.51,MERCH-50009,"Ellis, Marks and Buchanan (Gambling)",Gambling,DEV-632A11EF,68.32.79.81,4165.64,0,NORMAL,0.0,42.437708,-71.104184,Boston,US
TXN-DEFA7577847C,ACC-100171,180069146303166,2026-08-25T16:42:02Z,105.26,MERCH-50005,Flowers LLC (Travel),Travel,DEV-AF3B1013,75.61.200.80,1497.81,0,NORMAL,0.0,37.369802,-121.933743,San Jose,US
TXN-316359E0DFDA,ACC-100139,4148902503926142931,2026-08-25T16:42:02Z,2592.77,RISK-9650,HighRisk-Gambling-Gateway,Gambling,DEV-C15BC494,149.59.15.204,354.42,1,HIGH_RISK_MERCHANT,0.0,29.810488,-95.41252,Houston,US
TXN-1BC07BF3E64C,ACC-100095,180051154479625,2026-08-25T16:42:02Z,70.87,MERCH-50016,Powell-Montgomery (Restaurants),Restaurants,DEV-42F501A4,86.144.84.236,2154.32,0,NORMAL,0.0,39.974858,-75.187062,Philadelphia,US
TXN-FF7689C4CE5A,ACC-100061,3517123685160483,2026-08-25T16:42:02Z,59.21,MERCH-50046,Coleman-Bennett (Travel),Travel,DEV-2E02C769,184.99.160.83,3187.48,0,NORMAL,0.0,25.752912,-80.190881,Miami,US
TXN-347236D9C41A,ACC-100090,6511798089324600,2026-08-25T16:42:02Z,46.04,MERCH-50034,"Sanders, Leblanc and Maldonado (Retail)",Retail,DEV-C27D5D9B,37.122.178.243,3342.54,0,NORMAL,0.0,33.532116,-112.054351,Phoenix,US
TXN-92365610E4BA,ACC-100175,346541951802384,2026-08-25T16:42:02Z,120.62,MERCH-50029,"Powell, Deleon and Warren (Gambling)",Gambling,DEV-89740446,93.196.26.89,4180.34,0,NORMAL,0.0,33.972262,-118.281121,Los Angeles,US
TXN-9151631DC107,ACC-100117,4082677345401937,2026-08-25T16:42:02Z,105.73,MERCH-50002,Stokes and Sons (Online Services),Online Services,DEV-24BF369E,205.102.136.92,1975.67,0,NORMAL,0.0,30.268295,-97.726679,Austin,US
TXN-ABD9B831ED32,ACC-100010,38133150983935,2026-08-25T16:42:02Z,110.06,MERCH-50020,Morgan LLC (Grocery),Grocery,DEV-0E12B5FB,68.80.73.113,2277.5,0,NORMAL,0.0,40.683219,-74.017047,New York,US
TXN-2049FB10B3C6,ACC-100192,3529593917251357,2026-08-25T16:42:02Z,58.78,MERCH-50041,Byrd LLC (Crypto),Crypto,DEV-B045DED8,210.214.215.236,1146.88,0,NORMAL,0.0,40.67534,-73.971831,New York,US
TXN-EC8A7470D840,ACC-100167,3531121965652346,2026-08-25T16:42:02Z,74.18,MERCH-50021,Ramirez-Vasquez (Online Services),Online Services,DEV-B6E1FA35,146.60.36.124,3846.02,0,NORMAL,0.0,34.110162,-118.304405,Los Angeles,US
TXN-7D7B83A18C38,ACC-100098,36814473947317,2026-08-25T16:42:02Z,125.89,MERCH-50021,Ramirez-Vasquez (Online Services),Online Services,DEV-D6F341A5,111.31.44.232,483.05,0,NORMAL,0.0,34.114009,-118.302093,Los Angeles,US
TXN-80C81E73ED1D,ACC-100132,4173936385468,2026-08-25T16:42:02Z,357.33,MERCH-50017,"Steele, Williams and Preston (Crypto)",Crypto,DEV-2CEED006,55.4.106.219,2591.92,1,IMPOSSIBLE_VELOCITY,0.0,37.334075,-121.894248,San Jose,US
TXN-0EF80C355772,ACC-100075,4324451076228,2026-08-25T16:42:02Z,47.69,MERCH-50019,Mccall-Prince (Electronics),Electronics,DEV-B28E993F,13.170.171.50,1546.34,0,NORMAL,0.0,25.794285,-80.266466,Miami,US
TXN-646178E1B17D,ACC-100113,3528385786527855,2026-08-25T16:42:02Z,39.09,MERCH-50022,"Cohen, Compton and Perez (Travel)",Travel,DEV-8DB2B61D,216.117.167.172,480.3,0,NORMAL,0.0,32.747572,-117.1248,San Diego,US
TXN-1D46A4843228,ACC-100163,340170127706323,2026-08-25T16:42:02Z,4083.95,RISK-9525,HighRisk-Luxury-Gateway,Luxury,DEV-59486071,216.196.196.119,3765.62,1,HIGH_RISK_MERCHANT,0.0,25.78222,-80.127255,Miami,US
TXN-42DDEF63783E,ACC-100173,213149177850797,2026-08-25T16:42:02Z,83.98,MERCH-50010,"Matthews, Harrington and Rodriguez (Travel)",Travel,DEV-3760C624,179.176.208.25,4149.01,0,NORMAL,0.0,42.420029,-71.082575,Boston,US
TXN-3BEC21CAA9AE,ACC-100017,30118384251355,2026-08-25T16:42:02Z,49.61,MERCH-50015,"Washington, Lynch and Johnson (Electronics)",Electronics,DEV-3A0A9B0A,6.107.142.27,6.9,0,NORMAL,0.0,30.275383,-97.696199,Austin,US
TXN-F985A3600578,ACC-100145,3599371240659652,2026-08-25T16:42:02Z,31.27,MERCH-50002,Stokes and Sons (Online Services),Online Services,DEV-18D91DAC,173.22.200.109,1570.3,0,NORMAL,0.0,30.281424,-97.704135,Austin,US
TXN-C8541A528BEC,ACC-100146,4937526547935646517,2026-08-25T16:42:02Z,70.03,MERCH-50008,Arnold-Gates (Electronics),Electronics,DEV-4D09075F,198.174.15.181,1988.77,0,NORMAL,0.0,32.825497,-96.829903,Dallas,US
TXN-6D4E6DFF5F81,ACC-100063,4113826758692617964,2026-08-25T16:42:02Z,29.54,MERCH-50007,Miller PLC (Crypto),Crypto,DEV-5EAFDEBD,141.231.191.27,2798.78,0,NORMAL,0.0,41.954876,-87.666553,Chicago,US
TXN-1B0285DECA17,ACC-100198,30047743490216,2026-08-25T16:42:02Z,151.94,MERCH-50016,Powell-Montgomery (Restaurants),Restaurants,DEV-5BD0FFE9,5.209.242.53,3343.67,0,NORMAL,0.0,39.969157,-75.165289,Philadelphia,US
TXN-7A91F87FD6D8,ACC-100177,630403850500,2026-08-25T16:42:02Z,332.2,MERCH-50031,Wright Group (Online Services),Online Services,DEV-B3DA545B,185.215.32.143,2022.43,1,IMPOSSIBLE_VELOCITY,0.0,25.760602,-80.200044,Miami,US
TXN-ABAB1D3104E6,ACC-100081,30359782071512,2026-08-25T16:42:02Z,133.1,MERCH-50042,"Ortiz, Smith and Deleon (Grocery)",Grocery,DEV-F4AF5EAA,119.1.14.209,2209.62,0,NORMAL,0.0,40.775172,-73.948745,New York,US
TXN-6FB1DA7DE4B0,ACC-100076,2290607159696647,2026-08-25T16:42:02Z,89.33,MERCH-50010,"Matthews, Harrington and Rodriguez (Travel)",Travel,DEV-FF3EBD5D,61.114.58.67,4168.29,0,NORMAL,0.0,42.420525,-71.063617,Boston,US
TXN-536DB1B95252,ACC-100031,3570546688937347,2026-08-25T16:42:02Z,41.16,MERCH-50012,"Chang, Ayers and Buckley (Luxury)",Luxury,DEV-E4BFA90B,57.224.83.7,1567.71,0,NORMAL,0.0,30.331432,-97.694605,Austin,US
TXN-7855D98BA580,ACC-100092,345319520585272,2026-08-25T16:42:02Z,95.11,MERCH-50035,Watson PLC (Retail),Retail,DEV-5CA40956,97.20.45.151,3994.62,0,NORMAL,0.0,47.528979,-122.258098,Seattle,US
TXN-2CE06C8D2D24,ACC-100016,3569985435346241,2026-08-25T16:42:02Z,69.38,MERCH-50019,Mccall-Prince (Electronics),Electronics,DEV-17DBA83C,204.19.19.251,2772.69,0,NORMAL,0.0,25.794255,-80.253985,Miami,US
TXN-18720F1374C2,ACC-100105,4925556258816,2026-08-25T16:42:02Z,66.7,MERCH-50049,Silva-Smith (Crypto),Crypto,DEV-170E768F,121.251.188.229,4408.0,0,NORMAL,0.0,47.634215,-122.394729,Seattle,US
TXN-7705250BB906,ACC-100119,4431527420549324,2026-08-25T16:42:02Z,27.09,MERCH-50043,"Smith, Buck and Holland (Restaurants)",Restaurants,DEV-F66E0D41,59.95.125.116,1693.82,0,NORMAL,0.0,29.407676,-98.414886,San Antonio,US
TXN-35C254E2AA18,ACC-100141,4773586629619433,2026-08-25T16:42:02Z,16.96,MERCH-50040,"Chan, Lewis and Walker (Gambling)",Gambling,DEV-3DD7251A,106.119.235.10,3930.1,0,NORMAL,0.0,34.052929,-118.157705,Los Angeles,US
TXN-678A8617983D,ACC-100031,3570546688937347,2026-08-25T16:42:02Z,61.38,MERCH-50033,Hill Group (Retail),Retail,DEV-E4BFA90B,57.224.83.7,2792.16,0,NORMAL,0.0,47.638969,-122.323837,Seattle,US
TXN-2FAC8D85B896,ACC-100181,30474112490355,2026-08-25T16:42:02Z,66.25,MERCH-50014,Humphrey-Baker (Restaurants),Restaurants,DEV-253E273F,195.149.193.27,2702.5,0,NORMAL,0.0,32.783303,-96.779323,Dallas,US
TXN-07ECB8792D78,ACC-100162,341751863637456,2026-08-25T16:42:02Z,106.05,MERCH-50035,Watson PLC (Retail),Retail,DEV-0FDAC637,159.15.198.183,1699.44,0,NORMAL,0.0,47.548789,-122.268891,Seattle,US
TXN-06765D82E47F,ACC-100023,4850142940196556,2026-08-25T16:42:02Z,59.45,MERCH-50032,Hull Ltd (Online Services),Online Services,DEV-26F25D69,76.42.64.43,3038.31,0,NORMAL,0.0,29.797336,-95.407541,Houston,US
TXN-24E94D81FB0B,ACC-100154,30249912513410,2026-08-25T16:42:02Z,31.91,MERCH-50021,Ramirez-Vasquez (Online Services),Online Services,DEV-F1F76240,14.177.27.124,1975.58,0,NORMAL,0.0,34.116706,-118.288985,Los Angeles,US
TXN-3483E906D613,ACC-100007,4845146270482815,2026-08-25T16:42:02Z,96.6,MERCH-50005,Flowers LLC (Travel),Travel,DEV-06D5B923,140.186.245.162,679.37,0,NORMAL,0.0,37.381423,-121.941201,San Jose,US
TXN-DA34C55873DC,ACC-100106,4046963259532783,2026-08-25T16:42:02Z,155.6,MERCH-50039,Johnson-Williams (Gambling),Gambling,DEV-0FA95CCD,18.225.174.160,3807.03,0,NORMAL,0.0,32.760105,-117.153895,San Diego,US
TXN-001DC490E94B,ACC-100074,4679764381561497840,2026-08-25T16:42:02Z,82.7,MERCH-50041,Byrd LLC (Crypto),Crypto,DEV-0ECB8533,128.125.241.251,2279.45,0,NORMAL,0.0,40.688461,-73.991168,New York,US
TXN-7DFF12C37C21,ACC-100018,3584124118244934,2026-08-25T16:42:02Z,2871.99,RISK-9495,HighRisk-Electronics-Gateway,Electronics,DEV-1A017E70,144.229.28.185,578.13,1,HIGH_RISK_MERCHANT,0.0,34.023738,-118.299967,Los Angeles,US
TXN-D1ED14843D13,ACC-100087,4758181412478261370,2026-08-25T16:42:02Z,139.59,MERCH-50038,Curry-Barker (Luxury),Luxury,DEV-C4B145E4,57.95.128.114,1519.83,0,NORMAL,0.0,41.901795,-87.596679,Chicago,US
TXN-E42EDB2AA938,ACC-100102,2624225358414386,2026-08-25T16:42:02Z,54.8,MERCH-50008,Arnold-Gates (Electronics),Electronics,DEV-EC8C1A64,133.250.187.32,2087.36,0,NORMAL,0.0,32.830175,-96.851638,Dallas,US
TXN-F07FD82E4952,ACC-100061,3517123685160483,2026-08-25T16:42:02Z,80.88,MERCH-50029,"Powell, Deleon and Warren (Gambling)",Gambling,DEV-2E02C769,184.99.160.83,573.79,0,NORMAL,0.0,33.968892,-118.271948,Los Angeles,US
TXN-3EA51FC5B6D2,ACC-100157,4903404384279786,2026-08-25T16:42:02Z,30.12,MERCH-50026,Figueroa-Malone (Travel),Travel,DEV-1B97AF01,122.239.85.57,1790.0,0,NORMAL,0.0,25.731075,-80.214261,Miami,US
TXN-36E9B7BD5EC3,ACC-100083,3551925462914867,2026-08-25T16:42:02Z,110.58,MERCH-50036,Thompson-Harrell (Grocery),Grocery,DEV-8F99C1C1,69.251.34.39,2959.14,0,NORMAL,0.0,41.875258,-87.584978,Chicago,US
